file;;row;;col;;error;;analyzer
internal/action/actions.go;;609;;2;;`if h.Cursor.HasSelection()` has complex nested blocks (complexity: 6);;(nestif)
internal/action/actions.go;;1552;;2;;`if h.Buf.Modified()` has complex nested blocks (complexity: 6);;(nestif)
internal/action/actions.go;;1103;;2;;`if h.freshClip` has complex nested blocks (complexity: 5);;(nestif)
internal/action/actions.go;;1214;;2;;`if h.Cursor.HasSelection()` has complex nested blocks (complexity: 5);;(nestif)
internal/action/command.go;;239;;2;;`if len(args) > 0` has complex nested blocks (complexity: 5);;(nestif)
internal/action/command.go;;394;;2;;`if len(args) < 1` has complex nested blocks (complexity: 5);;(nestif)
internal/action/command.go;;944;;3;;`if p.ID() == h.ID()` has complex nested blocks (complexity: 5);;(nestif)
internal/buffer/buffer_test.go;;49;;2;;Consider pre-allocating `cursors`;;(prealloc)
pkg/highlight/highlighter.go;;9;;2;;redefines-builtin-id: redefinition of the built-in function len;;(revive)
pkg/highlight/highlighter.go;;26;;2;;redefines-builtin-id: redefinition of the built-in function len;;(revive)
internal/views/splits_test.go;;8;;17;;unused-parameter: parameter 't' seems to be unused, consider removing or renaming it as _;;(revive)
internal/config/settings.go;;467;;26;;unused-parameter: parameter 'option' seems to be unused, consider removing or renaming it as _;;(revive)
internal/config/settings.go;;497;;25;;unused-parameter: parameter 'option' seems to be unused, consider removing or renaming it as _;;(revive)
internal/config/settings.go;;511;;23;;unused-parameter: parameter 'option' seems to be unused, consider removing or renaming it as _;;(revive)
internal/util/util.go;;62;;2;;redefines-builtin-id: redefinition of the built-in function len;;(revive)
internal/clipboard/clipboard.go;;25;;19;;var-declaration: should omit type Method from declaration of var CurrentMethod; it will be inferred from the right-hand side;;(revive)
internal/buffer/line_array.go;;158;;10;;superfluous-else: if block ends with a break statement, so drop this else and outdent its block;;(revive)
internal/display/bufwindow.go;;651;;12;;superfluous-else: if block ends with a break statement, so drop this else and outdent its block;;(revive)
internal/display/bufwindow.go;;684;;12;;superfluous-else: if block ends with a break statement, so drop this else and outdent its block;;(revive)
internal/display/statusline.go;;158;;10;;indent-error-flow: if block ends with a return statement, so drop this else and outdent its block;;(revive)
internal/display/uiwindow.go;;85;;27;;unused-parameter: parameter 'width' seems to be unused, consider removing or renaming it as _;;(revive)
internal/display/tabwindow.go;;27;;35;;unused-parameter: parameter 'height' seems to be unused, consider removing or renaming it as _;;(revive)
internal/display/uiwindow.go;;86;;30;;unused-parameter: parameter 'b' seems to be unused, consider removing or renaming it as _;;(revive)
internal/display/infowindow.go;;64;;30;;unused-parameter: parameter 'v' seems to be unused, consider removing or renaming it as _;;(revive)
internal/display/infowindow.go;;65;;32;;unused-parameter: parameter 'b' seems to be unused, consider removing or renaming it as _;;(revive)
internal/display/infowindow.go;;86;;37;;unused-parameter: parameter 'n' seems to be unused, consider removing or renaming it as _;;(revive)
internal/display/infowindow.go;;87;;27;;unused-parameter: parameter 's1' seems to be unused, consider removing or renaming it as _;;(revive)
internal/display/infowindow.go;;88;;34;;unused-parameter: parameter 'loc' seems to be unused, consider removing or renaming it as _;;(revive)
internal/action/bindings.go;;108;;23;;var-declaration: should drop = nil from declaration of var events; it is the zero value;;(revive)
internal/action/bufpane.go;;177;;15;;unused-parameter: parameter 'k' seems to be unused, consider removing or renaming it as _;;(revive)
internal/action/command.go;;118;;28;;unused-parameter: parameter 'args' seems to be unused, consider removing or renaming it as _;;(revive)
internal/action/keytree.go;;243;;33;;unused-parameter: parameter 'e' seems to be unused, consider removing or renaming it as _;;(revive)
internal/action/bufpane.go;;567;;31;;unused-parameter: parameter 'e' seems to be unused, consider removing or renaming it as _;;(revive)
internal/action/command.go;;124;;26;;unused-parameter: parameter 'args' seems to be unused, consider removing or renaming it as _;;(revive)
internal/action/keytree.go;;249;;37;;unused-parameter: parameter 'e' seems to be unused, consider removing or renaming it as _;;(revive)
internal/action/command.go;;269;;31;;unused-parameter: parameter 'args' seems to be unused, consider removing or renaming it as _;;(revive)
internal/action/termpane.go;;162;;106;;empty-block: this block is empty, you can remove it;;(revive)
internal/action/termpane.go;;225;;34;;unused-parameter: parameter 'input' seems to be unused, consider removing or renaming it as _;;(revive)
cmd/micro/micro_test.go;;331;;22;;unused-parameter: parameter 't' seems to be unused, consider removing or renaming it as _;;(revive)
cmd/micro/micro_test.go;;335;;30;;unused-parameter: parameter 't' seems to be unused, consider removing or renaming it as _;;(revive)
cmd/micro/debug.go;;14;;25;;unused-parameter: parameter 'data' seems to be unused, consider removing or renaming it as _;;(revive)
internal/buffer/search.go;;180;;7;;Using the variable on range scope `i` in function literal;;(scopelint)
internal/action/command.go;;948;;12;;Using the variable on range scope `i` in function literal;;(scopelint)
internal/action/command.go;;951;;12;;Using the variable on range scope `i` in function literal;;(scopelint)
internal/buffer/buffer.go;;126;;2;;`origHash` is unused;;(structcheck)
internal/buffer/buffer.go;;104;;2;;`diff` is unused;;(structcheck)
internal/buffer/buffer.go;;100;;2;;`updateDiffTimer` is unused;;(structcheck)
internal/buffer/buffer.go;;106;;2;;`requestedBackup` is unused;;(structcheck)
internal/buffer/buffer.go;;101;;2;;`diffBase` is unused;;(structcheck)
internal/buffer/buffer.go;;89;;2;;`toStdout` is unused;;(structcheck)
internal/buffer/buffer.go;;103;;2;;`diffLock` is unused;;(structcheck)
internal/buffer/buffer.go;;102;;2;;`diffBaseLineCount` is unused;;(structcheck)
internal/buffer/buffer.go;;87;;2;;`name` is unused;;(structcheck)
internal/info/gutter.go;;5;;2;;`lineNum` is unused;;(structcheck)
internal/info/gutter.go;;6;;2;;`msg` is unused;;(structcheck)
internal/info/gutter.go;;7;;2;;`kind` is unused;;(structcheck)
cmd/micro/micro_test.go;;118;;21;;`injectMouse` - `y` always receives `0`;;(unparam)
internal/config/rtfiles.go;;62;;6;;type `namedFile` is unused;;(unused)
internal/config/rtfiles.go;;98;;21;;func `namedFile.Name` is unused;;(unused)
internal/buffer/line_array.go;;288;;22;;func `(*LineArray).deleteByte` is unused;;(unused)
internal/display/infowindow.go;;122;;-1;;unnecessary trailing newline;;(whitespace)
pkg/highlight/highlighter.go;;12;;2;;only one cuddle assignment allowed before for statement;;(wsl)
pkg/highlight/highlighter.go;;29;;2;;only one cuddle assignment allowed before for statement;;(wsl)
pkg/highlight/highlighter.go;;48;;2;;if statements should only be cuddled with assignments;;(wsl)
pkg/highlight/highlighter.go;;51;;2;;return statements should not be cuddled if block has more than two lines;;(wsl)
pkg/highlight/highlighter.go;;64;;2;;return statements should not be cuddled if block has more than two lines;;(wsl)
pkg/highlight/highlighter.go;;92;;2;;return statements should not be cuddled if block has more than two lines;;(wsl)
pkg/highlight/highlighter.go;;129;;2;;if statements should only be cuddled with assignments used in the if statement itself;;(wsl)
pkg/highlight/highlighter.go;;138;;2;;assignments should only be cuddled with other assignments;;(wsl)
pkg/highlight/highlighter.go;;141;;2;;only one cuddle assignment allowed before if statement;;(wsl)
pkg/highlight/highlighter.go;;148;;2;;if statements should only be cuddled with assignments;;(wsl)
pkg/highlight/highlighter.go;;163;;3;;expressions should not be cuddled with blocks;;(wsl)
pkg/highlight/highlighter.go;;159;;2;;if statements should only be cuddled with assignments;;(wsl)
pkg/highlight/highlighter.go;;188;;3;;ranges should only be cuddled with assignments used in the iteration;;(wsl)
pkg/highlight/highlighter.go;;204;;4;;expressions should not be cuddled with blocks;;(wsl)
pkg/highlight/highlighter.go;;231;;2;;assignments should only be cuddled with other assignments;;(wsl)
pkg/highlight/highlighter.go;;232;;2;;only one cuddle assignment allowed before range statement;;(wsl)
pkg/highlight/highlighter.go;;245;;3;;expressions should not be cuddled with blocks;;(wsl)
pkg/highlight/highlighter.go;;259;;2;;ranges should only be cuddled with assignments used in the iteration;;(wsl)
pkg/highlight/highlighter.go;;272;;3;;block should not end with a whitespace (or comment);;(wsl)
pkg/highlight/highlighter.go;;267;;2;;only one cuddle assignment allowed before range statement;;(wsl)
pkg/highlight/highlighter.go;;288;;2;;declarations should never be cuddled;;(wsl)
pkg/highlight/highlighter.go;;348;;78;;block should not start with a whitespace;;(wsl)
pkg/highlight/highlighter.go;;365;;3;;assignments should only be cuddled with other assignments;;(wsl)
pkg/highlight/highlighter.go;;355;;2;;only one cuddle assignment allowed before for statement;;(wsl)
pkg/highlight/parser.go;;104;;2;;declarations should never be cuddled;;(wsl)
pkg/highlight/parser.go;;128;;2;;only one cuddle assignment allowed before if statement;;(wsl)
pkg/highlight/parser.go;;155;;4;;only one cuddle assignment allowed before if statement;;(wsl)
pkg/highlight/parser.go;;174;;4;;branch statements should not be cuddled if block has more than two lines;;(wsl)
pkg/highlight/parser.go;;265;;2;;ranges should only be cuddled with assignments used in the iteration;;(wsl)
pkg/highlight/parser.go;;329;;5;;append only allowed to cuddle with appended value;;(wsl)
pkg/highlight/parser.go;;351;;2;;if statements should only be cuddled with assignments used in the if statement itself;;(wsl)
internal/views/splits.go;;147;;2;;declarations should never be cuddled;;(wsl)
internal/views/splits.go;;193;;2;;only one cuddle assignment allowed before range statement;;(wsl)
internal/config/plugin_installer.go;;104;;4;;only cuddled expressions if assigning variable or using from line above;;(wsl)
internal/config/plugin_installer.go;;107;;2;;only one cuddle assignment allowed before go statement;;(wsl)
internal/config/plugin_installer.go;;167;;1;;block should not end with a whitespace (or comment);;(wsl)
internal/config/plugin_installer.go;;386;;3;;block should not end with a whitespace (or comment);;(wsl)
internal/config/plugin_installer.go;;547;;4;;if statements should only be cuddled with assignments used in the if statement itself;;(wsl)
internal/config/plugin_installer.go;;584;;4;;branch statements should not be cuddled if block has more than two lines;;(wsl)
internal/config/plugin_installer.go;;611;;4;;append only allowed to cuddle with appended value;;(wsl)
internal/config/plugin_installer.go;;676;;6;;branch statements should not be cuddled if block has more than two lines;;(wsl)
internal/config/plugin_installer.go;;689;;3;;only cuddled expressions if assigning variable or using from line above;;(wsl)
internal/config/rtfiles.go;;215;;4;;append only allowed to cuddle with appended value;;(wsl)
internal/config/settings.go;;92;;2;;switch statements should only be cuddled with variables switched;;(wsl)
internal/util/lua.go;;7;;2;;for statements should only be cuddled with assignments used in the iteration;;(wsl)
internal/util/lua.go;;24;;2;;for statements should only be cuddled with assignments used in the iteration;;(wsl)
internal/util/profile.go;;15;;2;;expressions should not be cuddled with declarations or returns;;(wsl)
internal/util/util.go;;144;;3;;switch statements should only be cuddled with variables switched;;(wsl)
internal/util/util.go;;353;;2;;for statements should only be cuddled with assignments used in the iteration;;(wsl)
internal/buffer/buffer.go;;140;;2;;only one cuddle assignment allowed before defer statement;;(wsl)
internal/lua/lua.go;;45;;1;;calculated cyclomatic complexity for function Import is 20, max is 10;;(cyclop)
pkg/highlight/parser.go;;287;;1;;calculated cyclomatic complexity for function parseRules is 12, max is 10;;(cyclop)
internal/display/bufwindow.go;;112;;1;;calculated cyclomatic complexity for function updateDisplayInfo is 14, max is 10;;(cyclop)
internal/display/bufwindow.go;;208;;1;;calculated cyclomatic complexity for function Relocate is 12, max is 10;;(cyclop)
internal/display/termwindow.go;;67;;1;;calculated cyclomatic complexity for function Display is 15, max is 10;;(cyclop)
internal/display/uiwindow.go;;56;;1;;calculated cyclomatic complexity for function GetMouseSplitNode is 14, max is 10;;(cyclop)
internal/action/bindings.go;;33;;1;;calculated cyclomatic complexity for function InitBindings is 14, max is 10;;(cyclop)
internal/action/bindings.go;;244;;1;;calculated cyclomatic complexity for function TryBindKey is 12, max is 10;;(cyclop)
internal/action/bufpane.go;;537;;1;;calculated cyclomatic complexity for function execAction is 12, max is 10;;(cyclop)
internal/action/events.go;;47;;1;;calculated cyclomatic complexity for function Name is 12, max is 10;;(cyclop)
internal/action/infopane.go;;84;;1;;calculated cyclomatic complexity for function HandleEvent is 19, max is 10;;(cyclop)
internal/action/tab.go;;102;;1;;calculated cyclomatic complexity for function HandleEvent is 15, max is 10;;(cyclop)
internal/buffer/backup.go;;67;;1;;calculated cyclomatic complexity for function Backup is 12, max is 10;;(cyclop)
internal/buffer/buffer.go;;220;;1;;calculated cyclomatic complexity for function NewBufferFromFileAtLoc is 16, max is 10;;(cyclop)
internal/buffer/buffer.go;;1226;;1;;calculated cyclomatic complexity for function FindNextDiffLine is 11, max is 10;;(cyclop)
internal/buffer/line_array.go;;389;;1;;calculated cyclomatic complexity for function SearchMatch is 15, max is 10;;(cyclop)
internal/buffer/save.go;;30;;1;;calculated cyclomatic complexity for function overwriteFile is 15, max is 10;;(cyclop)
internal/config/colorscheme.go;;121;;1;;calculated cyclomatic complexity for function StringToStyle is 12, max is 10;;(cyclop)
internal/config/settings.go;;159;;1;;calculated cyclomatic complexity for function WriteSettings is 12, max is 10;;(cyclop)
internal/lua/lua.go;;24;;2;;import 'github.com/dustin/go-humanize' is not allowed from list 'Main';;(depguard)
internal/lua/lua.go;;25;;2;;import 'github.com/yuin/gopher-lua' is not allowed from list 'Main';;(depguard)
internal/lua/lua.go;;26;;2;;import 'layeh.com/gopher-luar' is not allowed from list 'Main';;(depguard)
internal/screen/screen.go;;9;;2;;import 'github.com/zyedidia/micro/v2/internal/config' is not allowed from list 'Main';;(depguard)
internal/screen/screen.go;;10;;2;;import 'github.com/zyedidia/micro/v2/internal/util' is not allowed from list 'Main';;(depguard)
internal/screen/screen.go;;11;;2;;import 'github.com/zyedidia/tcell/v2' is not allowed from list 'Main';;(depguard)
internal/clipboard/clipboard.go;;6;;2;;import 'github.com/zyedidia/clipper' is not allowed from list 'Main';;(depguard)
internal/clipboard/terminal.go;;7;;2;;import 'github.com/zyedidia/micro/v2/internal/screen' is not allowed from list 'Main';;(depguard)
internal/clipboard/terminal.go;;8;;2;;import 'github.com/zyedidia/tcell/v2' is not allowed from list 'Main';;(depguard)
internal/info/history.go;;9;;2;;import 'github.com/zyedidia/micro/v2/internal/config' is not allowed from list 'Main';;(depguard)
internal/info/history.go;;10;;2;;import 'github.com/zyedidia/micro/v2/internal/util' is not allowed from list 'Main';;(depguard)
internal/info/infobuffer.go;;6;;2;;import 'github.com/zyedidia/micro/v2/internal/buffer' is not allowed from list 'Main';;(depguard)
internal/shell/shell.go;;12;;2;;import 'github.com/kballard/go-shellquote' is not allowed from list 'Main';;(depguard)
internal/shell/shell.go;;13;;2;;import 'github.com/zyedidia/micro/v2/internal/screen' is not allowed from list 'Main';;(depguard)
internal/shell/terminal.go;;8;;2;;import 'github.com/zyedidia/micro/v2/internal/buffer' is not allowed from list 'Main';;(depguard)
internal/shell/terminal.go;;9;;2;;import 'github.com/zyedidia/micro/v2/internal/screen' is not allowed from list 'Main';;(depguard)
internal/shell/terminal.go;;10;;2;;import 'github.com/zyedidia/terminal' is not allowed from list 'Main';;(depguard)
internal/display/bufwindow.go;;6;;2;;import 'github.com/mattn/go-runewidth' is not allowed from list 'Main';;(depguard)
internal/display/bufwindow.go;;7;;2;;import 'github.com/zyedidia/micro/v2/internal/buffer' is not allowed from list 'Main';;(depguard)
internal/display/bufwindow.go;;8;;2;;import 'github.com/zyedidia/micro/v2/internal/config' is not allowed from list 'Main';;(depguard)
internal/display/bufwindow.go;;10;;2;;import 'github.com/zyedidia/micro/v2/internal/util' is not allowed from list 'Main';;(depguard)
internal/display/bufwindow.go;;11;;2;;import 'github.com/zyedidia/tcell/v2' is not allowed from list 'Main';;(depguard)
internal/display/infowindow.go;;4;;2;;import 'github.com/mattn/go-runewidth' is not allowed from list 'Main';;(depguard)
internal/display/infowindow.go;;7;;2;;import 'github.com/zyedidia/micro/v2/internal/info' is not allowed from list 'Main';;(depguard)
internal/display/softwrap.go;;4;;2;;import 'github.com/mattn/go-runewidth' is not allowed from list 'Main';;(depguard)
internal/display/statusline.go;;13;;2;;import 'github.com/yuin/gopher-lua' is not allowed from list 'Main';;(depguard)
internal/display/statusline.go;;16;;2;;import 'github.com/zyedidia/micro/v2/internal/lua' is not allowed from list 'Main';;(depguard)
internal/display/termwindow.go;;7;;2;;import 'github.com/zyedidia/micro/v2/internal/shell' is not allowed from list 'Main';;(depguard)
internal/display/termwindow.go;;10;;2;;import 'github.com/zyedidia/terminal' is not allowed from list 'Main';;(depguard)
internal/display/uiwindow.go;;8;;2;;import 'github.com/zyedidia/micro/v2/internal/views' is not allowed from list 'Main';;(depguard)
internal/action/actions.go;;13;;2;;import 'github.com/kballard/go-shellquote' is not allowed from list 'Main';;(depguard)
internal/action/actions.go;;15;;2;;import 'github.com/zyedidia/micro/v2/internal/clipboard' is not allowed from list 'Main';;(depguard)
internal/action/actions.go;;17;;2;;import 'github.com/zyedidia/micro/v2/internal/display' is not allowed from list 'Main';;(depguard)
internal/action/actions.go;;19;;2;;import 'github.com/zyedidia/micro/v2/internal/shell' is not allowed from list 'Main';;(depguard)
internal/action/bindings.go;;14;;2;;import 'github.com/zyedidia/json5' is not allowed from list 'Main';;(depguard)
internal/action/bufpane.go;;9;;2;;import 'github.com/yuin/gopher-lua' is not allowed from list 'Main';;(depguard)
internal/action/bufpane.go;;11;;2;;import 'github.com/zyedidia/micro/v2/internal/clipboard' is not allowed from list 'Main';;(depguard)
internal/action/bufpane.go;;13;;2;;import 'github.com/zyedidia/micro/v2/internal/display' is not allowed from list 'Main';;(depguard)
internal/action/bufpane.go;;14;;2;;import 'github.com/zyedidia/micro/v2/internal/lua' is not allowed from list 'Main';;(depguard)
internal/action/command.go;;14;;2;;import 'github.com/kballard/go-shellquote' is not allowed from list 'Main';;(depguard)
internal/action/command.go;;16;;2;;import 'github.com/zyedidia/micro/v2/internal/clipboard' is not allowed from list 'Main';;(depguard)
internal/action/command.go;;19;;2;;import 'github.com/zyedidia/micro/v2/internal/shell' is not allowed from list 'Main';;(depguard)
internal/action/infopane.go;;8;;2;;import 'github.com/zyedidia/micro/v2/internal/display' is not allowed from list 'Main';;(depguard)
internal/action/infopane.go;;9;;2;;import 'github.com/zyedidia/micro/v2/internal/info' is not allowed from list 'Main';;(depguard)
internal/action/tab.go;;9;;2;;import 'github.com/zyedidia/micro/v2/internal/lua' is not allowed from list 'Main';;(depguard)
internal/action/tab.go;;11;;2;;import 'github.com/zyedidia/micro/v2/internal/views' is not allowed from list 'Main';;(depguard)
internal/action/termpane.go;;13;;2;;import 'github.com/zyedidia/terminal' is not allowed from list 'Main';;(depguard)
cmd/micro/initlua.go;;9;;2;;import 'github.com/zyedidia/micro/v2/internal/action' is not allowed from list 'Main';;(depguard)
cmd/micro/micro.go;;19;;2;;import 'github.com/go-errors/errors' is not allowed from list 'Main';;(depguard)
cmd/micro/micro.go;;20;;2;;import 'github.com/mattn/go-isatty' is not allowed from list 'Main';;(depguard)
internal/action/actions.go;;984;;2;;Duplicate words (at) found;;(dupword)
internal/action/actions.go;;1010;;2;;Duplicate words (at) found;;(dupword)
cmd/micro/micro_test.go;;274;;19;;Duplicate words (foo) found;;(dupword)
cmd/micro/micro_test.go;;279;;15;;Duplicate words (test_string) found;;(dupword)
internal/action/bindings.go;;287;;13;;Error return value of `encoding/json.MarshalIndent` is not checked: unsafe type `interface{}` found;;(errchkjson)
internal/action/bindings.go;;333;;13;;Error return value of `encoding/json.MarshalIndent` is not checked: unsafe type `interface{}` found;;(errchkjson)
internal/config/settings.go;;191;;13;;Error return value of `encoding/json.MarshalIndent` is not checked: unsafe type `interface{}` found;;(errchkjson)
internal/action/command.go;;521;;24;;comparing with != will fail on wrapped errors. Use errors.Is to check for a specific error;;(errorlint)
internal/action/command.go;;526;;24;;comparing with != will fail on wrapped errors. Use errors.Is to check for a specific error;;(errorlint)
internal/action/command.go;;589;;5;;comparing with == will fail on wrapped errors. Use errors.Is to check for a specific error;;(errorlint)
cmd/micro/micro.go;;455;;6;;comparing with == will fail on wrapped errors. Use errors.Is to check for a specific error;;(errorlint)
internal/buffer/settings.go;;15;;8;;comparing with == will fail on wrapped errors. Use errors.Is to check for a specific error;;(errorlint)
internal/buffer/settings.go;;66;;23;;comparing with != will fail on wrapped errors. Use errors.Is to check for a specific error;;(errorlint)
internal/action/termpane.go;;145;;4;;missing cases in switch of type tcell.Key: tcell.KeyRune, tcell.KeyUp, tcell.KeyDown, tcell.KeyRight, tcell.KeyLeft, tcell.KeyUpLeft, tcell.KeyUpRight, tcell.KeyDownLeft, tcell.KeyDownRight, tcell.KeyCenter, tcell.KeyPgUp, tcell.KeyPgDn, tcell.KeyHome, tcell.KeyEnd, tcell.KeyInsert, tcell.KeyDelete, tcell.KeyHelp, tcell.KeyExit, tcell.KeyClear, tcell.KeyCancel, tcell.KeyPrint, tcell.KeyPause, tcell.KeyBacktab, tcell.KeyF1, tcell.KeyF2, tcell.KeyF3, tcell.KeyF4, tcell.KeyF5, tcell.KeyF6, tcell.KeyF7, tcell.KeyF8, tcell.KeyF9, tcell.KeyF10, tcell.KeyF11, tcell.KeyF12, tcell.KeyF13, tcell.KeyF14, tcell.KeyF15, tcell.KeyF16, tcell.KeyF17, tcell.KeyF18, tcell.KeyF19, tcell.KeyF20, tcell.KeyF21, tcell.KeyF22, tcell.KeyF23, tcell.KeyF24, tcell.KeyF25, tcell.KeyF26, tcell.KeyF27, tcell.KeyF28, tcell.KeyF29, tcell.KeyF30, tcell.KeyF31, tcell.KeyF32, tcell.KeyF33, tcell.KeyF34, tcell.KeyF35, tcell.KeyF36, tcell.KeyF37, tcell.KeyF38, tcell.KeyF39, tcell.KeyF40, tcell.KeyF41, tcell.KeyF42, tcell.KeyF43, tcell.KeyF44, tcell.KeyF45, tcell.KeyF46, tcell.KeyF47, tcell.KeyF48, tcell.KeyF49, tcell.KeyF50, tcell.KeyF51, tcell.KeyF52, tcell.KeyF53, tcell.KeyF54, tcell.KeyF55, tcell.KeyF56, tcell.KeyF57, tcell.KeyF58, tcell.KeyF59, tcell.KeyF60, tcell.KeyF61, tcell.KeyF62, tcell.KeyF63, tcell.KeyF64, tcell.KeyCtrlSpace|tcell.KeyNUL, tcell.KeyCtrlA|tcell.KeySOH, tcell.KeyCtrlB|tcell.KeySTX, tcell.KeyCtrlC|tcell.KeyETX, tcell.KeyCtrlD|tcell.KeyEOT, tcell.KeyCtrlE|tcell.KeyENQ, tcell.KeyCtrlF|tcell.KeyACK, tcell.KeyCtrlG|tcell.KeyBEL, tcell.KeyCtrlH|tcell.KeyBS|tcell.KeyBackspace, tcell.KeyCtrlI|tcell.KeyTAB|tcell.KeyTab, tcell.KeyCtrlJ|tcell.KeyLF, tcell.KeyCtrlK|tcell.KeyVT, tcell.KeyCtrlL|tcell.KeyFF, tcell.KeyCtrlN|tcell.KeySO, tcell.KeyCtrlO|tcell.KeySI, tcell.KeyCtrlP|tcell.KeyDLE, tcell.KeyCtrlR|tcell.KeyDC2, tcell.KeyCtrlS|tcell.KeyDC3, tcell.KeyCtrlT|tcell.KeyDC4, tcell.KeyCtrlU|tcell.KeyNAK, tcell.KeyCtrlV|tcell.KeySYN, tcell.KeyCtrlW|tcell.KeyETB, tcell.KeyCtrlX|tcell.KeyCAN, tcell.KeyCtrlY|tcell.KeyEM, tcell.KeyCtrlZ|tcell.KeySUB, tcell.KeyCtrlBackslash|tcell.KeyFS, tcell.KeyCtrlRightSq|tcell.KeyGS, tcell.KeyCtrlCarat|tcell.KeyRS, tcell.KeyCtrlUnderscore|tcell.KeyUS, tcell.KeyDEL|tcell.KeyBackspace2;;(exhaustive)
pkg/highlight/highlighter.go;;71;;26;;regions, patterns, includes are missing in rules;;(exhaustivestruct)
internal/action/actions.go;;1746;;32;;X, Y are missing in Loc;;(exhaustivestruct)
internal/action/bindings.go;;126;;11;;keys is missing in KeySequenceEvent;;(exhaustivestruct)
internal/action/bindings.go;;166;;10;;code, mod, r, any are missing in KeyEvent;;(exhaustivestruct)
internal/action/bindings.go;;182;;11;;any is missing in KeyEvent;;(exhaustivestruct)
internal/action/bindings.go;;214;;10;;any is missing in KeyEvent;;(exhaustivestruct)
internal/action/bindings.go;;222;;9;;code, mod, r, any are missing in KeyEvent;;(exhaustivestruct)
internal/action/bufpane.go;;438;;9;;any is missing in KeyEvent;;(exhaustivestruct)
internal/action/keytree.go;;94;;16;;recordedEvents is missing in KeyTreeCursor;;(exhaustivestruct)
internal/buffer/cursor.go;;38;;8;;LastVisualX, CurSelection, OrigSelection, Num are missing in Cursor;;(exhaustivestruct)
internal/buffer/line_array.go;;149;;33;;lock, search are missing in Line;;(exhaustivestruct)
internal/buffer/line_array.go;;159;;32;;lock, search are missing in Line;;(exhaustivestruct)
internal/buffer/line_array.go;;192;;30;;lock, search are missing in Line;;(exhaustivestruct)
internal/buffer/stack_test.go;;12;;9;;C, Deltas are missing in TextEvent;;(exhaustivestruct)
internal/buffer/stack_test.go;;16;;9;;C, Deltas are missing in TextEvent;;(exhaustivestruct)
internal/config/plugin_installer.go;;349;;9;;Url, Require are missing in PluginVersion;;(exhaustivestruct)
internal/util/util.go;;500;;12;;Transport, CheckRedirect, Jar, Timeout are missing in Client;;(exhaustivestruct)
internal/screen/screen.go;;83;;28;;type assertion must be checked;;(forcetypeassert)
internal/screen/screen.go;;159;;5;;type assertion must be checked;;(forcetypeassert)
internal/screen/screen.go;;179;;18;;type assertion must be checked;;(forcetypeassert)
internal/lua/lua.go;;30;;5;;Lock is a global variable;;(gochecknoglobals)
internal/screen/screen.go;;20;;5;;Screen is a global variable;;(gochecknoglobals)
internal/screen/screen.go;;23;;5;;Events is a global variable;;(gochecknoglobals)
internal/screen/screen.go;;26;;5;;lock is a global variable;;(gochecknoglobals)
internal/screen/screen.go;;30;;5;;drawChan is a global variable;;(gochecknoglobals)
internal/screen/screen.go;;63;;5;;lastCursor is a global variable;;(gochecknoglobals)
internal/clipboard/clipboard.go;;38;;5;;clipboard is a global variable;;(gochecknoglobals)
internal/clipboard/internal.go;;5;;5;;internal is a global variable;;(gochecknoglobals)
internal/clipboard/multi.go;;10;;5;;multi is a global variable;;(gochecknoglobals)
internal/clipboard/terminal.go;;13;;5;;terminal is a global variable;;(gochecknoglobals)
pkg/highlight/parser.go;;18;;5;;numGroups is a global variable;;(gochecknoglobals)
pkg/highlight/unicode.go;;8;;5;;minMark is a global variable;;(gochecknoglobals)
internal/shell/job.go;;9;;5;;Jobs is a global variable;;(gochecknoglobals)
internal/shell/terminal.go;;22;;5;;CloseTerms is a global variable;;(gochecknoglobals)
internal/display/statusline.go;;31;;5;;statusInfo is a global variable;;(gochecknoglobals)
internal/action/actions.go;;1691;;5;;recordingMacro is a global variable;;(gochecknoglobals)
internal/action/bindings.go;;20;;5;;Binder is a global variable;;(gochecknoglobals)
internal/action/bindings.go;;339;;5;;mouseEvents is a global variable;;(gochecknoglobals)
internal/action/bindings.go;;349;;5;;keyEvents is a global variable;;(gochecknoglobals)
internal/action/bufpane.go;;27;;5;;BufBindings is a global variable;;(gochecknoglobals)
internal/action/bufpane.go;;686;;5;;BufKeyActions is a global variable;;(gochecknoglobals)
internal/action/bufpane.go;;805;;5;;BufMouseActions is a global variable;;(gochecknoglobals)
internal/action/bufpane.go;;814;;5;;MultiActions is a global variable;;(gochecknoglobals)
internal/action/command.go;;30;;5;;commands is a global variable;;(gochecknoglobals)
internal/action/command.go;;100;;5;;PluginCmds is a global variable;;(gochecknoglobals)
internal/action/defaults.go;;3;;5;;termdefaults is a global variable;;(gochecknoglobals)
internal/action/defaults_other.go;;6;;5;;bufdefaults is a global variable;;(gochecknoglobals)
internal/action/defaults_other.go;;113;;5;;infodefaults is a global variable;;(gochecknoglobals)
internal/action/globals.go;;6;;5;;InfoBar is a global variable;;(gochecknoglobals)
internal/action/globals.go;;9;;5;;LogBufPane is a global variable;;(gochecknoglobals)
internal/action/infopane.go;;17;;5;;InfoBufBindings is a global variable;;(gochecknoglobals)
internal/action/infopane.go;;216;;5;;InfoKeyActions is a global variable;;(gochecknoglobals)
internal/action/tab.go;;151;;5;;Tabs is a global variable;;(gochecknoglobals)
